chrom	start	end	strand	name	commonName	type	source	novel
chr14	392922	393961	-	SY_N0418C	SY_N0418C	SUT	genenv	TRUE
chr14	397363	397990	-	SY_N0419C	SY_N0419C	SUT	genenv	TRUE
chr14	398276	398868	-	YNL122C	YNL122C	ORF-T	SGD	FALSE
chr14	398956	401100	-	YNL121C	TOM70	ORF-T	SGD	FALSE
chr14	403036	406124	-	YNL118C	DCP2	ORF-T	SGD	FALSE
chr14	410021	410461	-	SY_N0423C	SY_N0423C	SUT	genenv	TRUE
chr14	410501	412629	-	YNL115C	YNL115C	ORF-T	SGD	FALSE
chr14	412636	413250	-	SY_N0425C	SY_N0425C	SUT	genenv	TRUE
chr14	416178	416925	-	SY_N0426C	SY_N0426C	SUT	genenv	TRUE
chr14	417168	418048	-	YNL111C	CYB5	ORF-T	SGD	FALSE
chr14	418240	419088	-	YNL110C	NOP15	ORF-T	SGD	FALSE
chr14	419344	420376	-	YNL108C	YNL108C	ORF-T	SGD	FALSE
chr14	421464	425104	-	YNL106C	INP52	ORF-T	SGD	FALSE
chr14	425296	427783	-	YNL104C	LEU4	ORF-T	SGD	FALSE
chr14	434989	437899	-	SY_N0432C	SY_N0432C	SUT	genenv	TRUE
chr14	438837	439885	-	YNL099C	OCA1	ORF-T	SGD	FALSE
chr14	440014	441423	-	YNL098C	RAS2	ORF-T	SGD	FALSE
chr14	441743	443000	-	YNL097C	PHO23	ORF-T	SGD	FALSE
chr14	444418	445634	-	YNL096C	RPS7B	ORF-T	SGD	FALSE
chr14	445842	448258	-	YNL095C	YNL095C	ORF-T	SGD	FALSE
chr14	448305	449285	-	SY_N0438C	SY_N0438C	SUT	genenv	TRUE
chr14	450603	451706	-	SY_N0439C	SY_N0439C	SUT	genenv	TRUE
chr14	463488	466261	-	SY_N0440C	SY_N0440C	SUT	genenv	TRUE
chr14	467309	467893	-	SUT748	SUT748	SUT	XU09	FALSE
chr14	471165	472421	-	YNL084C	END3	ORF-T	SGD	FALSE
chr14	477205	477917	-	YNL081C	SWS2	ORF-T	SGD	FALSE
chr14	478053	479461	-	YNL080C	EOS1	ORF-T	SGD	FALSE
chr14	479637	480677	-	YNL079C	TPM1	ORF-T	SGD	FALSE
chr14	480722	481437	-	CUT814	CUT814	CUT	XU09	FALSE
chr14	484146	484355	-	SY_N0447C	SY_N0447C	SUT	genenv	TRUE
chr14	487840	489448	-	YNL074C	MLF3	ORF-T	SGD	FALSE
chr14	491414	492523	-	SY_N0449C	SY_N0449C	SUT	genenv	TRUE
chr14	494145	494685	-	SY_N0450C	SY_N0450C	SUT	genenv	TRUE
chr14	494969	496306	-	YNL069C	RPL16B	ORF-T	SGD	FALSE
chr14	496803	499755	-	YNL068C	FKH2	ORF-T	SGD	FALSE
chr14	502156	504270	-	SY_N0453C	SUT_SY1016	SUT	XU11	FALSE
chr14	504858	506796	-	SY_N0454C	SY_N0454C	SUT	genenv	TRUE
chr14	506847	508585	-	YNL064C	YDJ1	ORF-T	SGD	FALSE
chr14	509797	511527	-	YNL062C	GCD10	ORF-T	SGD	FALSE
chr14	513776	516264	-	YNL059C	ARP5	ORF-T	SGD	FALSE
chr14	516914	518058	-	YNL058C	YNL058C	ORF-T	SGD	FALSE
chr14	519098	520370	-	YNL055C	POR1	ORF-T	SGD	FALSE
chr14	531070	532798	-	SUT749	SUT749	SUT	XU09	FALSE
chr14	535366	536358	-	YNL050C	YNL050C	ORF-T	SGD	FALSE
chr14	536502	539254	-	YNL049C	SFB2	ORF-T	SGD	FALSE
chr14	541126	543382	-	YNL047C	SLM2	ORF-T	SGD	FALSE
chr14	543422	544454	-	SUT750	SUT750	SUT	XU09	FALSE
chr14	546342	547366	-	YNL043C	YNL043C	ORF-T	SGD	TRUE
chr14	548552	550468	-	SY_N0466C	SY_N0466C	SUT	genenv	TRUE
chr14	550606	553326	-	YNL041C	COG6	ORF-T	SGD	FALSE
chr14	553412	553888	-	SY_N0468C	SY_N0468C	SUT	genenv	TRUE
chr14	556249	557002	-	SY_N0469C	SY_N0469C	SUT	genenv	TRUE
chr14	559139	560475	-	YNL037C	IDH1	ORF-T	SGD	FALSE
chr14	569670	571142	-	YNL035C	YNL035C	ORF-T	SGD	FALSE
chr14	576756	577545	-	YNL031C	HHT2	ORF-T	SGD	FALSE
chr14	578504	580195	-	YNL029C	KTR5	ORF-T	SGD	FALSE
chr14	582999	583373	-	SY_N0474C	SY_N0474C	SUT	genenv	TRUE
chr14	585042	586762	-	YNL025C	SSN8	ORF-T	SGD	FALSE
chr14	587712	588290	-	YNL024C-A	KSH1	ORF-T	SGD	FALSE
chr14	588338	589250	-	YNL024C	YNL024C	ORF-T	SGD	FALSE
chr14	589595	592606	-	YNL023C	FAP1	ORF-T	SGD	FALSE
chr14	592708	594311	-	YNL022C	YNL022C	ORF-T	SGD	FALSE
chr14	596836	599055	-	YNL020C	ARK1	ORF-T	SGD	FALSE
chr14	605562	606688	-	SUT751	SUT751	SUT	XU09	FALSE
chr14	610933	612549	-	SUT752	SUT752	SUT	XU09	FALSE
chr14	613102	614880	-	YNL011C	YNL011C	ORF-T	SGD	FALSE
chr14	615811	616080	-	SY_N0484C	SUT_SY1022	SUT	XU11	FALSE
chr14	616140	617027	-	SY_N0485C	SUT_SY1022	SUT	XU11	FALSE
chr14	617607	619840	-	YNL008C	ASI3	ORF-T	SGD	FALSE
chr14	617814	619704	-	YNL008C	ASI3	ORF-T	SGD	FALSE
chr14	619852	621185	-	YNL007C	SIS1	ORF-T	SGD	FALSE
chr14	621348	622269	-	SY_N0489C	SY_N0489C	SUT	genenv	TRUE
chr14	622702	623950	-	YNL005C	MRP7	ORF-T	SGD	FALSE
chr14	625011	625964	-	SY_N0491C	SY_N0491C	SUT	genenv	TRUE
chr14	626030	627366	-	YNL003C	PET8	ORF-T	SGD	FALSE
chr14	627566	628662	-	YNL002C	RLP7	ORF-T	SGD	FALSE
chr14	630910	632734	-	YNR001C	CIT1	ORF-T	SGD	FALSE
chr14	635019	636035	-	YNR002C	ATO2	ORF-T	SGD	FALSE
chr14	636059	637491	-	YNR003C	RPC34	ORF-T	SGD	FALSE
chr14	637965	639029	-	SUT753	SUT753	SUT	XU09	FALSE
chr14	640997	642333	-	YNR007C	ATG3	ORF-T	SGD	FALSE
chr14	644630	645694	-	SY_N0499C	SY_N0499C	SUT	genenv	TRUE
chr14	646357	649137	-	YNR011C	PRP2	ORF-T	SGD	FALSE
chr14	651089	653921	-	YNR013C	PHO91	ORF-T	SGD	FALSE
chr14	654481	655419	-	SUT754	SUT754	SUT	XU09	FALSE
chr14	656732	664668	-	YNR016C	ACC1	ORF-T	SGD	FALSE
chr14	669613	670357	-	YNR020C	ATP23	ORF-T	SGD	FALSE
chr14	671909	672445	-	YNR022C	MRPL50	ORF-T	SGD	FALSE
chr14	675173	676949	-	YNR026C	SEC12	ORF-T	SGD	FALSE
chr14	678214	678649	-	SY_N0507C	SY_N0507C	SUT	genenv	TRUE
chr14	679325	680757	-	YNR029C	YNR029C	ORF-T	SGD	FALSE
chr14	682821	687933	-	YNR031C	SSK2	ORF-T	SGD	FALSE
chr14	689357	689765	-	YNR032C-A	HUB1	ORF-T	SGD	FALSE
chr14	693843	694497	-	SY_N0511C	SY_N0511C	SUT	genenv	TRUE
chr14	695205	696293	-	YNR035C	ARC35	ORF-T	SGD	FALSE
chr14	696389	697063	-	YNR036C	MRPS12	ORF-T	SGD	FALSE
chr14	697199	697575	-	YNR037C	RSM19	ORF-T	SGD	FALSE
chr14	699792	701680	-	YNR039C	ZRG17	ORF-T	SGD	FALSE
chr14	702744	703928	-	YNR041C	COQ2	ORF-T	SGD	FALSE
chr14	703960	705111	-	SY_N0517C	SY_N0517C	SUT	genenv	TRUE
chr14	707324	708262	-	SUT755	SUT755	SUT	XU09	FALSE
chr14	715202	716090	-	YNR049C	MSO1	ORF-T	SGD	FALSE
chr14	716330	718290	-	YNR050C	LYS9	ORF-T	SGD	FALSE
chr14	718714	721419	-	YNR051C	BRE5	ORF-T	SGD	FALSE
chr14	721691	723156	-	YNR052C	POP2	ORF-T	SGD	FALSE
chr14	723364	725540	-	YNR053C	NOG2	ORF-T	SGD	FALSE
chr14	725700	726724	-	YNR054C	ESF2	ORF-T	SGD	FALSE
chr14	729724	730484	-	YNRCdelta9	YNRCdelta9	other	XU09	FALSE
chr14	730580	733012	-	YNR055C	HOL1	ORF-T	SGD	FALSE
chr14	733073	733484	-	SY_N0527C	SY_N0527C	SUT	genenv	TRUE
chr14	733976	735708	-	YNR056C	BIO5	ORF-T	SGD	FALSE
chr14	735719	736571	-	YNR057C	BIO4	ORF-T	SGD	FALSE
chr14	735722	736199	-	YNR057C	BIO4	ORF-T	SGD	FALSE
chr14	738194	738452	-	SUT756	SUT756	SUT	XU09	FALSE
chr14	738598	739197	-	CUT820	CUT820	CUT	XU09	FALSE
chr14	742382	744598	-	SUT757	SUT757	SUT	XU09	FALSE
chr14	744910	746014	-	YNR061C	YNR061C	ORF-T	SGD	FALSE
chr14	746502	747358	-	YNR062C	YNR062C	ORF-T	XU09	FALSE
chr14	748614	749110	-	SY_N0536C	SUT_SY1028	SUT	XU11	FALSE
chr14	749466	751214	-	SY_N0537C	SY_N0537C	SUT	genenv	TRUE
chr14	751263	752439	-	YNR064C	YNR064C	ORF-T	SGD	TRUE
chr14	752598	757399	-	YNR065C	YNR065C	ORF-T	SGD	FALSE
chr14	757975	761527	-	YNR067C	DSE4	ORF-T	SGD	FALSE
chr14	762175	765456	-	YNR069C	BSC5	ORF-T	SGD	TRUE
chr14	765472	766408	-	SUT758	SUT758	SUT	XU09	FALSE
chr14	766621	767315	-	SY_N0543C	SY_N0543C	SUT	genenv	TRUE
chr14	767346	768936	-	SUT759	SUT759	SUT	XU09	FALSE
chr14	768992	771768	-	SUT760	SUT760	SUT	XU09	FALSE
chr14	771948	772477	-	SY_N0546C	SY_N0546C	SUT	genenv	TRUE
chr14	772696	773840	-	YNR071C	YNR071C	ORF-T	SGD	FALSE
chr14	773872	778728	-	YNR073C	YNR073C	ORF-T	SGD	FALSE
chr14	779776	781230	-	YNR074C	AIF1	ORF-T	SGD	FALSE
chr14	781278	782098	-	SY_N0550C	SY_N0550C	SUT	genenv	TRUE
chr15	14753	15444	+	SY_O0001W	SY_O0001W	SUT	genenv	TRUE
chr15	15743	16847	+	SUT348	SUT348	SUT	XU09	FALSE
chr15	18143	18703	+	SY_O0003W	SUT_SY0513	SUT	XU11	FALSE
chr15	21299	22406	+	SUT349	SUT349	SUT	XU09	FALSE
chr15	29459	34010	+	SY_O0005W	SUT_SY0514	SUT	XU11	FALSE
chr15	31774	35621	+	SUT350	SUT350	SUT	XU09	FALSE
chr15	34548	35604	+	YOL154W	ZPS1	ORF-T	SGD	FALSE
chr15	36036	38820	+	SUT352	SUT352	SUT	XU09	FALSE
chr15	38884	40725	+	SUT353	SUT353	SUT	XU09	FALSE
chr15	40845	42846	+	YOL152W	FRE7	ORF-T	SGD	FALSE
chr15	43876	44860	+	YOL151W	GRE2	ORF-T	SGD	FALSE
chr15	45060	45820	+	YOL149W	DCP1	ORF-T	SGD	FALSE
chr15	49004	49612	+	YOL146W	PSF3	ORF-T	SGD	FALSE
chr15	53204	54724	+	YOL144W	NOP8	ORF-T	SGD	FALSE
chr15	55708	56524	+	YOL142W	RRP40	ORF-T	SGD	FALSE
chr15	56645	58870	+	YOL141W	PPM2	ORF-T	SGD	FALSE
chr15	58878	60318	+	YOL140W	ARG8	ORF-T	SGD	FALSE
chr15	60576	61066	+	SY_O0018W	SY_O0018W	SUT	genenv	TRUE
chr15	65726	67433	+	YOL137W	BSC6	ORF-T	SGD	FALSE
chr15	70457	71281	+	YOL133W	HRT1	ORF-T	SGD	FALSE
chr15	72634	72934	+	YOL132W	GAS4	ORF-T	SGD	TRUE
chr15	73210	73856	+	YOL131W	YOL131W	ORF-T	SGD	TRUE
chr15	73954	74201	+	SY_O0023W	SY_O0023W	SUT	genenv	TRUE
chr15	74298	77461	+	YOL130W	ALR1	ORF-T	SGD	FALSE
chr15	77733	78421	+	YOL129W	VPS68	ORF-T	SGD	FALSE
chr15	80502	81558	+	YOL127W	RPL25	ORF-T	SGD	FALSE
chr15	81582	82422	+	SY_O0027W	SUT_SY0517	SUT	XU11	FALSE
chr15	83678	85462	+	YOL125W	TRM13	ORF-T	SGD	FALSE
chr15	87647	89751	+	YOL123W	HRP1	ORF-T	SGD	FALSE
chr15	96844	97437	+	SUT355	SUT355	SUT	XU09	FALSE
chr15	97701	99829	+	YOL117W	RRI2	ORF-T	SGD	FALSE
chr15	99901	101453	+	YOL116W	MSN1	ORF-T	SGD	FALSE
chr15	101613	103485	+	YOL115W	PAP2	ORF-T	SGD	FALSE
chr15	104341	106493	+	YOL113W	SKM1	ORF-T	SGD	FALSE
chr15	106725	108421	+	YOL112W	MSB4	ORF-T	SGD	FALSE
chr15	109317	110181	+	YOL110W	SHR5	ORF-T	SGD	FALSE
chr15	110413	110966	+	YOL109W	ZEO1	ORF-T	SGD	FALSE
chr15	112234	113354	+	YOL107W	YOL107W	ORF-T	SGD	FALSE
chr15	124009	126170	+	YOL103W	ITR2	ORF-T	SGD	FALSE
chr15	128510	128674	+	CUT356	CUT356	CUT	XU09	FALSE
chr15	128784	129188	+	SY_O0041W	SY_O0041W	SUT	genenv	TRUE
chr15	129202	132739	+	YOL100W	PKH2	ORF-T	SGD	FALSE
chr15	136267	136667	+	YOL097W-A	YOL097W-A	ORF-T	SGD	FALSE
chr15	141830	142961	+	SY_O0044W	SY_O0044W	SUT	genenv	TRUE
chr15	142998	143990	+	YOL093W	TRM10	ORF-T	SGD	FALSE
chr15	144416	145384	+	YOL092W	YOL092W	ORF-T	SGD	FALSE
chr15	145392	145584	+	SY_O0047W	SUT_SY0519	SUT	XU11	FALSE
chr15	147560	150536	+	YOL090W	MSH2	ORF-T	SGD	FALSE
chr15	155140	155371	+	CUT360	CUT360	CUT	XU09	FALSE
chr15	159344	159664	+	YOL086W-A	YOL086W-A	ORF-T	SGD	FALSE
chr15	161105	162145	+	YOL085W-A	YOL085W-A	ORF-T	SGD	TRUE
chr15	162370	165530	+	YOL084W	PHM7	ORF-T	SGD	FALSE
chr15	165826	167074	+	YOL083W	ATG34	ORF-T	SGD	FALSE
chr15	167363	168149	+	SY_O0054W	SY_O0054W	SUT	genenv	TRUE
chr15	168650	170368	+	YOL082W	ATG19	ORF-T	SGD	FALSE
chr15	171057	180803	+	YOL081W	IRA2	ORF-T	SGD	FALSE
chr15	181956	185533	+	YOL078W	AVO1	ORF-T	SGD	FALSE
chr15	185677	186077	+	YOL077W-A	ATP19	ORF-T	SGD	FALSE
chr15	187278	189814	+	YOL076W	MDM20	ORF-T	SGD	FALSE
chr15	195264	196688	+	YOL072W	THP1	ORF-T	SGD	FALSE
chr15	196800	197472	+	YOL071W	EMI5	ORF-T	SGD	FALSE
chr15	199184	200712	+	YOL069W	NUF2	ORF-T	SGD	FALSE
chr15	212474	214194	+	YOL061W	PRS5	ORF-T	SGD	FALSE
chr15	215595	217339	+	SY_O0064W	SY_O0064W	SUT	genenv	TRUE
chr15	217444	219049	+	YOL059W	GPD2	ORF-T	SGD	FALSE
chr15	219466	220939	+	YOL058W	ARG1	ORF-T	SGD	FALSE
chr15	221075	223355	+	YOL057W	YOL057W	ORF-T	SGD	FALSE
chr15	223507	224659	+	YOL056W	GPM3	ORF-T	SGD	FALSE
chr15	225868	226838	+	SUT356	SUT356	SUT	XU09	FALSE
chr15	228869	230317	+	YOL054W	PSH1	ORF-T	SGD	FALSE
chr15	230486	231766	+	YOL053W	AIM39	ORF-T	SGD	FALSE
chr15	232747	233039	+	SY_O0072W	SY_O0072W	SUT	genenv	TRUE
chr15	233113	234150	+	SY_O0073W	SY_O0073W	SUT	genenv	TRUE
chr15	234638	234951	+	snR81	SNR81	other	SGD	FALSE
chr15	235087	238788	+	YOL051W	GAL11	ORF-T	SGD	FALSE
chr15	238948	240596	+	YOL049W	GSH2	ORF-T	SGD	FALSE
chr15	241972	243156	+	SUT357	SUT357	SUT	XU09	FALSE
chr15	243421	247277	+	YOL045W	PSK2	ORF-T	SGD	FALSE
chr15	245145	247150	+	YOL045W	PSK2	ORF-T	SGD	FALSE
chr15	247469	248733	+	YOL044W	PEX15	ORF-T	SGD	FALSE
chr15	250141	251581	+	YOL042W	NGL1	ORF-T	SGD	FALSE
chr15	253291	253478	+	SY_O0082W	SY_O0082W	SUT	genenv	TRUE
chr15	254479	255267	+	YOL039W	RPP2A	ORF-T	SGD	FALSE
chr15	255675	256579	+	YOL038W	PRE6	ORF-T	SGD	FALSE
chr15	256739	259563	+	YOL036W	YOL036W	ORF-T	SGD	FALSE
chr15	259709	260104	+	snR50	SNR50	other	SGD	FALSE
chr15	260284	263660	+	YOL034W	SMC5	ORF-T	SGD	FALSE
chr15	263804	265540	+	YOL033W	MSE1	ORF-T	SGD	FALSE
chr15	265732	266596	+	YOL032W	OPI10	ORF-T	SGD	FALSE
chr15	266688	267156	+	SY_O0090W	SY_O0090W	SUT	genenv	TRUE
chr15	268525	270237	+	YOL030W	GAS5	ORF-T	SGD	FALSE
chr15	275294	277334	+	YOL025W	LAG2	ORF-T	SGD	FALSE
chr15	277413	277984	+	YOL024W	YOL024W	ORF-T	SGD	TRUE
chr15	278432	280585	+	YOL023W	IFM1	ORF-T	SGD	FALSE
chr15	282058	282778	+	tG(GCC)O2	SUF17	other	SGD	FALSE
chr15	286434	288458	+	YOL020W	TAT2	ORF-T	SGD	FALSE
chr15	289154	291146	+	YOL019W	YOL019W	ORF-T	SGD	FALSE
chr15	292835	295139	+	YOL017W	ESC8	ORF-T	SGD	FALSE
chr15	295281	295913	+	SY_O0099W	SY_O0099W	SUT	genenv	TRUE
chr15	296819	299227	+	YOL015W	IRC10	ORF-T	SGD	FALSE
chr15	299883	300683	+	YOL014W	YOL014W	ORF-T	SGD	FALSE
chr15	300855	301259	+	SY_O0102W	SY_O0102W	SUT	genenv	TRUE
chr15	301492	301692	+	tP(UGG)O1	tP(UGG)O1	other	SGD	FALSE
chr15	303812	304988	+	SUT358	SUT358	SUT	XU09	FALSE
chr15	305004	305748	+	YOL011W	PLB3	ORF-T	XU09	TRUE
chr15	305764	308092	+	YOL011W	PLB3	ORF-T	SGD	FALSE
chr15	308300	309540	+	YOL010W	RCL1	ORF-T	SGD	FALSE
chr15	310676	311500	+	YOL008W	COQ10	ORF-T	SGD	FALSE
chr15	311630	313417	+	SY_O0109W	SY_O0109W	SUT	genenv	TRUE
chr15	315686	316194	+	CUT368	CUT368	CUT	XU09	FALSE
chr15	317124	322004	+	YOL004W	SIN3	ORF-T	SGD	FALSE
chr15	322044	322244	+	SY_O0112W	SUT_SY0524	SUT	XU11	FALSE
chr15	322653	323829	+	SY_O0113W	SY_O0113W	SUT	genenv	TRUE
chr15	325044	326650	+	YOL001W	PHO80	ORF-T	SGD	FALSE
chr15	327202	329562	+	YOR001W	RRP6	ORF-T	SGD	FALSE
chr15	329762	331834	+	YOR002W	ALG6	ORF-T	SGD	FALSE
chr15	331865	333493	+	YOR003W	YSP3	ORF-T	SGD	FALSE
chr15	332591	333458	+	YOR003W	YSP3	ORF-T	SGD	FALSE
chr15	333938	334922	+	YOR004W	UTP23	ORF-T	SGD	FALSE
chr15	336282	337778	+	SUT359	SUT359	SUT	XU09	FALSE
chr15	337866	339130	+	SUT360	SUT360	SUT	XU09	FALSE
chr15	343298	346316	+	YOR008W-B	YOR008W-B	ORF-T	SGD	FALSE
chr15	344643	346234	+	YOR009W	TIR4	ORF-T	SGD	FALSE
chr15	346772	349361	+	SY_O0124W	SUT_SY0527	SUT	XU11	FALSE
chr15	349505	349841	+	SUT361	SUT361	SUT	XU09	FALSE
chr15	350331	354812	+	YOR011W	AUS1	ORF-T	SGD	FALSE
chr15	350618	354810	+	YOR011W	AUS1	ORF-T	SGD	FALSE
chr15	355143	356009	+	SY_O0128W	SY_O0128W	SUT	genenv	TRUE
chr15	356643	357172	+	YOR011W-A	YOR011W-A	ORF-T	XU09	TRUE
chr15	357338	358114	+	YOR013W	IRC11	ORF-T	SGD	TRUE
chr15	358234	361178	+	YOR014W	RTS1	ORF-T	SGD	FALSE
chr15	362154	364722	+	YOR017W	PET127	ORF-T	SGD	FALSE
chr15	365139	367819	+	YOR018W	ROD1	ORF-T	SGD	FALSE
chr15	368781	371307	+	YOR019W	YOR019W	ORF-T	SGD	FALSE
chr15	370389	371277	+	YOR019W	YOR019W	ORF-T	SGD	FALSE
chr15	371998	372958	+	YOR020W-A	YOR020W-A	ORF-T	SGD	FALSE
chr15	379007	380455	+	YOR025W	HST3	ORF-T	SGD	FALSE
chr15	380471	381711	+	YOR026W	BUB3	ORF-T	SGD	FALSE
chr15	381799	383711	+	YOR027W	STI1	ORF-T	SGD	FALSE
chr15	383806	384429	+	SY_O0140W	SY_O0140W	SUT	genenv	TRUE
chr15	384498	385143	+	CUT370	CUT370	CUT	XU09	FALSE
chr15	385953	387450	+	SUT362	SUT362	SUT	XU09	FALSE
chr15	387690	390114	+	YOR030W	DFG16	ORF-T	SGD	FALSE
chr15	390154	390499	+	YOR031W	CRS5	ORF-T	SGD	FALSE
chr15	390606	393344	+	YOR032W-A	YOR032W-A	ORF-T	SGD	TRUE
chr15	393422	394086	+	CUT371	CUT371	CUT	XU09	FALSE
chr15	394741	395157	+	SY_O0147W	SY_O0147W	SUT	genenv	TRUE
chr15	401304	402208	+	YOR036W	PEP12	ORF-T	SGD	FALSE
chr15	402512	403656	+	YOR037W	CYC2	ORF-T	SGD	FALSE
chr15	406568	407768	+	YOR039W	CKB2	ORF-T	SGD	FALSE
chr15	407803	408943	+	SY_O0151W	SY_O0151W	SUT	genenv	TRUE
chr15	408016	408864	+	YOR040W	GLO4	ORF-T	SGD	FALSE
chr15	409119	409215	+	SUT363	SUT363	SUT	XU09	FALSE
chr15	409359	410759	+	YOR042W	CUE5	ORF-T	SGD	FALSE
chr15	411447	413440	+	YOR043W	WHI2	ORF-T	SGD	FALSE
chr15	413696	414624	+	YOR044W	IRC23	ORF-T	SGD	FALSE
chr15	414784	415376	+	YOR045W	TOM6	ORF-T	SGD	FALSE
chr15	417092	417530	+	SUT364	SUT364	SUT	XU09	FALSE
chr15	419197	419573	+	SUT365	SUT365	SUT	XU09	FALSE
chr15	423390	425738	+	SUT366	SUT366	SUT	XU09	FALSE
chr15	427718	428156	+	SY_O0161W	SY_O0161W	SUT	genenv	TRUE
chr15	428548	428860	+	YOR053W	YOR053W	other	XU09	FALSE
chr15	431015	432033	+	SY_O0163W	SY_O0163W	SUT	genenv	TRUE
chr15	433118	434454	+	YOR057W	SGT1	ORF-T	SGD	FALSE
chr15	436801	437838	+	CUT376	CUT376	CUT	XU09	FALSE
chr15	438385	439818	+	tK(UUU)O	tK(UUU)O	other	SGD	FALSE
chr15	439850	440182	+	SY_O0167W	SY_O0167W	SUT	genenv	TRUE
chr15	442386	443762	+	YOR061W	CKA2	ORF-T	SGD	FALSE
chr15	445100	445562	+	SUT367	SUT367	SUT	XU09	FALSE
chr15	445658	446994	+	YOR063W	RPL3	ORF-T	SGD	FALSE
chr15	447129	447884	+	CUT377	CUT377	CUT	XU09	FALSE
chr15	448106	449820	+	YOR065W	CYT1	ORF-T	SGD	FALSE
chr15	450325	452661	+	YOR066W	MSA1	ORF-T	SGD	FALSE
chr15	454709	456949	+	YOR069W	VPS5	ORF-T	SGD	FALSE
chr15	460198	463125	+	YOR072W	YOR072W	ORF-T	SGD	TRUE
chr15	464398	465306	+	SY_O0176W	SY_O0176W	SUT	genenv	TRUE
chr15	466085	467965	+	YOR073W	SGO1	ORF-T	SGD	FALSE
chr15	469582	470646	+	YOR075W	UFE1	ORF-T	SGD	FALSE
chr15	473248	474040	+	YOR077W	RTS2	ORF-T	SGD	FALSE
chr15	474080	474808	+	YOR078W	BUD21	ORF-T	SGD	FALSE
chr15	475968	478216	+	YOR080W	DIA2	ORF-T	SGD	FALSE
chr15	478454	480667	+	SY_O0182W	SY_O0182W	SUT	genenv	TRUE
chr15	480846	481942	+	YOR083W	WHI5	ORF-T	SGD	FALSE
chr15	481958	483222	+	YOR084W	LPX1	ORF-T	SGD	FALSE
chr15	483366	484598	+	YOR085W	OST3	ORF-T	SGD	FALSE
chr15	485023	485323	+	SY_O0186W	SY_O0186W	SUT	genenv	TRUE
chr15	489376	491560	+	YOR087W	YVC1	ORF-T	SGD	FALSE
chr15	495105	496393	+	YOR091W	TMA46	ORF-T	SGD	FALSE
chr15	496505	498906	+	YOR092W	ECM3	ORF-T	SGD	FALSE
chr15	504437	505253	+	YOR094W	ARF3	ORF-T	SGD	FALSE
chr15	506478	507387	+	SY_O0191W	SY_O0191W	SUT	genenv	TRUE
chr15	507481	508625	+	YOR096W	RPS7A	ORF-T	SGD	FALSE
chr15	508785	509801	+	SUT368	SUT368	SUT	XU09	FALSE
chr15	509931	512355	+	SY_O0194W	SY_O0194W	SUT	genenv	TRUE
chr15	513402	514957	+	YOR099W	KTR1	ORF-T	SGD	FALSE
chr15	516980	518238	+	YOR101W	RAS1	ORF-T	SGD	FALSE
chr15	519231	520759	+	YOR104W	PIN2	ORF-T	SGD	FALSE
chr15	520847	521807	+	YOR106W	VAM3	ORF-T	SGD	FALSE
chr15	522899	524388	+	YOR107W	RGS2	ORF-T	SGD	FALSE
chr15	524716	526734	+	YOR108W	LEU9	ORF-T	SGD	FALSE
chr15	526918	530494	+	YOR109W	INP53	ORF-T	SGD	FALSE
chr15	530622	532078	+	YOR110W	TFC7	ORF-T	SGD	FALSE
chr15	532174	533134	+	YOR111W	YOR111W	ORF-T	SGD	FALSE
chr15	533230	535670	+	YOR112W	CEX1	ORF-T	SGD	FALSE
chr15	535750	538846	+	YOR113W	AZF1	ORF-T	SGD	FALSE
chr15	539166	540470	+	YOR114W	YOR114W	ORF-T	SGD	FALSE
chr15	540511	541497	+	SY_O0207W	SY_O0207W	SUT	genenv	TRUE
chr15	543193	543582	+	SY_O0208W	SY_O0208W	SUT	genenv	TRUE
chr15	544071	544232	+	SY_O0209W	SY_O0209W	SUT	genenv	TRUE
chr15	546734	548262	+	YOR117W	RPT5	ORF-T	SGD	FALSE
chr15	548447	550447	+	YOR118W	RTC5	ORF-T	SGD	FALSE
chr15	552304	552832	+	SUT369	SUT369	SUT	XU09	FALSE
chr15	552848	553960	+	YOR120W	GCY1	ORF-T	SGD	FALSE
chr15	554079	554231	+	SY_O0214W	SY_O0214W	SUT	genenv	TRUE
chr15	561644	562635	+	SY_O0215W	SY_O0215W	SUT	genenv	TRUE
chr15	562696	566216	+	YOR127W	RGA1	ORF-T	SGD	FALSE
chr15	568403	570236	+	SY_O0217W	SY_O0217W	SUT	genenv	TRUE
chr15	572752	573584	+	SUT370	SUT370	SUT	XU09	FALSE
chr15	573752	573952	+	tD(GUC)O	tD(GUC)O	other	SGD	FALSE
chr15	574896	576592	+	YOR132W	VPS17	ORF-T	SGD	FALSE
chr15	576800	579608	+	YOR133W	EFT1	ORF-T	SGD	FALSE
chr15	580192	581864	+	YOR134W	BAG7	ORF-T	SGD	FALSE
chr15	581928	583424	+	YOR136W	IDH2	ORF-T	SGD	FALSE
chr15	586072	586822	+	CUT383	CUT383	CUT	XU09	FALSE
chr15	588440	591530	+	YOR140W	SFL1	ORF-T	SGD	FALSE
chr15	594628	596046	+	YOR142W	LSC1	ORF-T	SGD	FALSE
chr15	607543	607913	+	SY_O0227W	SY_O0227W	SUT	genenv	TRUE
chr15	608357	610397	+	YOR147W	MDM32	ORF-T	SGD	FALSE
chr15	611265	611421	+	SY_O0229W	SY_O0229W	SUT	genenv	TRUE
chr15	613005	613464	+	SY_O0230W	SY_O0230W	SUT	genenv	TRUE
